"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
037421,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037422,2,,2,,82,,2,,72,,2,,71,,2,,68,,64,,149,,14,,
037425,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037426,Not Available,11,Not Available,11,88,11,Not Available,11,84,11,Not Available,11,66,11,Not Available,11,84,11,69,11,33,11,22,11,11
037431,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037432,3,11,3,11,88,11,4,11,85,11,1,11,67,11,2,11,76,11,66,11,47,11,14,11,11
037433,3,,3,,87,,4,,84,,2,,72,,3,,82,,78,,160,,22,,
037436,5,11,5,11,93,11,5,11,92,11,5,11,90,11,5,11,94,11,87,11,48,11,19,11,11
037437,3,11,4,11,90,11,2,11,79,11,2,11,78,11,3,11,83,11,87,11,63,11,29,11,11
037438,3,,3,,87,,3,,77,,3,,80,,3,,81,,78,,187,,27,,
037439,3,,3,,87,,3,,83,,2,,74,,3,,84,,78,,127,,28,,
037442,Not Available,11,Not Available,11,83,11,Not Available,11,76,11,Not Available,11,90,11,Not Available,11,83,11,69,11,20,11,14,11,11
037443,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037446,Not Available,11,Not Available,11,97,11,Not Available,11,85,11,Not Available,11,75,11,Not Available,11,97,11,80,11,39,11,25,11,11
037447,3,,2,,83,,3,,82,,3,,82,,2,,81,,73,,179,,30,,
037450,3,,3,,88,,4,,87,,3,,81,,3,,87,,81,,267,,28,,
037451,3,,2,,85,,4,,85,,4,,86,,3,,81,,74,,119,,25,,
037452,3,,2,,85,,4,,86,,3,,81,,2,,81,,70,,79,,44,,
037453,Not Available,11,Not Available,11,81,11,Not Available,11,69,11,Not Available,11,56,11,Not Available,11,72,11,60,11,15,11,12,11,11
037454,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037455,4,11,4,11,91,11,5,11,91,11,3,11,81,11,3,11,88,11,74,11,59,11,29,11,11
037456,4,,4,,92,,5,,89,,4,,87,,4,,91,,89,,370,,40,,
037458,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037459,Not Available,11,Not Available,11,87,11,Not Available,11,85,11,Not Available,11,78,11,Not Available,11,86,11,72,11,27,11,18,11,11
037462,Not Available,11,Not Available,11,84,11,Not Available,11,77,11,Not Available,11,65,11,Not Available,11,65,11,71,11,16,11,13,11,11
037463,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037464,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037468,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037469,Not Available,9,Not Available,9,85,9,Not Available,9,80,9,Not Available,9,74,9,Not Available,9,80,9,90,9,10,9,11,9,9
037470,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037471,Not Available,9,Not Available,9,83,9,Not Available,9,73,9,Not Available,9,73,9,Not Available,9,60,9,59,9,7,9,18,9,9
037472,3,,3,,86,,4,,86,,3,,83,,3,,85,,74,,104,,20,,
037473,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037475,2,,2,,84,,3,,79,,1,,67,,2,,74,,69,,146,,16,,
037476,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037477,4,,4,,90,,5,,89,,4,,86,,4,,87,,81,,97,,30,,
037478,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037479,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037480,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037481,1,11,1,11,77,11,1,11,71,11,1,11,63,11,1,11,71,11,65,11,49,11,13,11,11
037482,3,,3,,85,,3,,78,,1,,70,,3,,87,,71,,105,,37,,
037484,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037485,4,11,3,11,89,11,4,11,85,11,3,11,83,11,4,11,86,11,79,11,53,11,43,11,11
037486,5,,5,,94,,5,,93,,4,,84,,5,,93,,95,,78,,45,,
037487,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037489,5,11,5,11,98,11,5,11,95,11,5,11,92,11,5,11,100,11,98,11,49,11,36,11,11
037492,3,,3,,87,,4,,85,,2,,76,,3,,83,,71,,417,,25,,
037493,3,11,4,11,94,11,2,11,80,11,3,11,79,11,3,11,81,11,91,11,48,11,19,11,11
037494,3,,3,,88,,4,,87,,3,,79,,3,,83,,76,,372,,31,,
037496,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037497,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037498,3,,3,,86,,3,,82,,3,,79,,3,,81,,80,,146,,20,,
037499,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037500,4,,4,,90,,5,,90,,4,,86,,4,,93,,90,,118,,43,,
037502,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037802,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037803,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037804,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037805,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037806,1,,1,,73,,1,,73,,1,,66,,1,,57,,48,,149,,15,,
037807,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037808,3,11,4,11,89,11,4,11,83,11,2,11,71,11,3,11,79,11,74,11,46,11,13,11,11
037809,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037810,Not Available,11,Not Available,11,74,11,Not Available,11,83,11,Not Available,11,77,11,Not Available,11,69,11,72,11,27,11,12,11,11
037811,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037812,5,,5,,94,,5,,91,,4,,84,,4,,88,,82,,82,,29,,
037813,4,,4,,92,,5,,92,,4,,86,,4,,88,,84,,135,,29,,
037814,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037815,3,,4,,90,,4,,88,,2,,78,,3,,86,,79,,160,,27,,
037817,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037819,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037820,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037821,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037822,2,11,1,11,82,11,2,11,75,11,2,11,74,11,2,11,72,11,64,11,56,11,25,11,11
037824,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037825,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037826,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037827,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037828,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037829,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037830,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037831,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037832,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047001,3,,3,,86,,3,,82,,2,,77,,3,,83,,71,,184,,21,,
047004,4,,3,,89,,5,,91,,4,,87,,3,,87,,80,,78,,28,,
047006,3,,3,,89,,4,,86,,3,,82,,3,,82,,77,,272,,24,,
047009,4,,4,,92,,5,,90,,3,,83,,4,,92,,76,,111,,27,,
047010,4,,4,,91,,5,,90,,3,,83,,4,,87,,82,,277,,26,,
047011,4,,4,,89,,5,,91,,4,,87,,4,,90,,87,,116,,33,,
047016,5,,5,,93,,5,,90,,4,,84,,4,,90,,84,,314,,33,,
047020,4,,5,,91,,5,,88,,3,,83,,4,,88,,82,,287,,30,,
047021,4,,4,,91,,4,,89,,3,,83,,4,,88,,84,,252,,29,,
047024,5,,5,,95,,5,,93,,3,,81,,5,,95,,94,,132,,32,,
047025,5,11,4,11,90,11,5,11,88,11,4,11,84,11,5,11,91,11,84,11,64,11,28,11,11
047028,3,,3,,87,,4,,86,,3,,83,,3,,85,,78,,624,,22,,
047029,3,,2,,85,,4,,84,,2,,77,,3,,83,,73,,219,,19,,
047030,Not Available,9,Not Available,9,88,9,Not Available,9,74,9,Not Available,9,93,9,Not Available,9,100,9,53,9,4,9,20,9,9
047031,5,11,5,11,92,11,5,11,89,11,5,11,88,11,4,11,87,11,88,11,40,11,37,11,11
047032,5,,5,,93,,5,,90,,4,,84,,4,,91,,86,,180,,27,,
047033,4,,4,,92,,4,,88,,4,,86,,4,,89,,83,,346,,22,,
047034,Not Available,11,Not Available,11,73,11,Not Available,11,72,11,Not Available,11,67,11,Not Available,11,68,11,62,11,22,11,21,11,11
047035,4,,3,,90,,4,,88,,3,,81,,4,,89,,84,,304,,29,,
047038,4,,4,,89,,4,,84,,3,,81,,3,,85,,76,,316,,24,,
047043,4,,4,,90,,4,,86,,4,,84,,4,,88,,82,,240,,27,,
047044,3,,3,,85,,3,,81,,3,,79,,2,,77,,73,,71,,25,,
047046,5,,4,,92,,5,,88,,5,,91,,4,,91,,87,,160,,29,,
047048,4,11,4,11,91,11,5,11,92,11,3,11,83,11,3,11,82,11,76,11,52,11,32,11,11
047052,4,,4,,91,,5,,88,,4,,85,,4,,89,,82,,141,,27,,
047056,4,,5,,93,,5,,93,,4,,86,,3,,87,,87,,83,,28,,
047057,4,,4,,90,,5,,88,,3,,79,,3,,82,,70,,166,,17,,
047080,5,,4,,91,,5,,88,,5,,88,,4,,89,,84,,367,,31,,
047081,5,11,5,11,96,11,5,11,94,11,5,11,89,11,5,11,95,11,97,11,60,11,39,11,11
047082,4,11,4,11,89,11,4,11,85,11,2,11,78,11,5,11,92,11,75,11,47,11,22,11,11
047083,5,,5,,93,,5,,91,,5,,90,,5,,93,,88,,179,,27,,
047087,5,,5,,94,,5,,94,,5,,90,,5,,95,,89,,107,,36,,
047090,4,,4,,91,,5,,90,,4,,84,,4,,91,,85,,395,,22,,
047093,4,,4,,91,,5,,89,,4,,85,,4,,89,,83,,525,,26,,
047096,3,,3,,87,,4,,85,,3,,80,,3,,86,,85,,89,,29,,
047097,5,,5,,93,,5,,92,,5,,91,,5,,95,,94,,120,,30,,
047099,3,,3,,89,,4,,85,,3,,81,,3,,84,,79,,113,,22,,
047102,4,,4,,90,,5,,88,,3,,82,,4,,91,,86,,115,,19,,
047104,5,11,5,11,92,11,5,11,89,11,3,11,83,11,5,11,90,11,83,11,61,11,19,11,11
047105,4,,4,,90,,4,,86,,4,,84,,4,,88,,80,,218,,21,,
047108,5,,4,,91,,5,,92,,5,,88,,4,,91,,90,,178,,28,,
047109,5,,5,,93,,5,,90,,5,,89,,5,,94,,82,,146,,28,,
047114,Not Available,11,Not Available,11,83,11,Not Available,11,83,11,Not Available,11,75,11,Not Available,11,88,11,80,11,26,11,24,11,11
047115,5,,5,,93,,5,,92,,5,,89,,4,,92,,84,,460,,30,,
047116,Not Available,11,Not Available,11,83,11,Not Available,11,84,11,Not Available,11,70,11,Not Available,11,82,11,79,11,36,11,26,11,11
047117,3,,3,,85,,4,,83,,3,,79,,3,,83,,73,,395,,20,,
047118,5,11,4,11,91,11,5,11,91,11,4,11,87,11,5,11,94,11,85,11,40,11,21,11,11
047122,5,,4,,92,,5,,89,,5,,89,,4,,90,,82,,138,,23,,
047127,5,10,5,10,96,10,5,10,92,10,4,10,86,10,5,10,92,10,85,10,74,10,26,10,10
047128,5,,5,,93,,5,,90,,4,,87,,5,,91,,87,,202,,24,,
047133,5,,4,,91,,5,,90,,5,,90,,4,,88,,86,,323,,31,,
047134,5,,4,,91,,5,,88,,5,,88,,4,,88,,81,,180,,27,,
047135,3,11,4,11,90,11,4,11,81,11,2,11,78,11,3,11,78,11,71,11,43,11,21,11,11
047138,4,,4,,91,,5,,89,,4,,86,,4,,89,,83,,536,,30,,
047139,5,,4,,91,,5,,91,,5,,88,,5,,94,,92,,101,,35,,
047140,4,,4,,90,,5,,92,,4,,87,,4,,88,,86,,88,,31,,
047145,5,,4,,92,,5,,89,,5,,89,,4,,89,,84,,306,,25,,
047147,4,,4,,90,,4,,87,,3,,81,,3,,83,,80,,144,,29,,
047148,5,,5,,92,,5,,92,,4,,86,,5,,95,,89,,132,,29,,
047149,4,,4,,90,,5,,90,,3,,83,,4,,89,,86,,291,,29,,
047151,4,,4,,89,,4,,87,,4,,87,,3,,84,,80,,583,,27,,
047153,Not Available,11,Not Available,11,97,11,Not Available,11,89,11,Not Available,11,85,11,Not Available,11,94,11,88,11,35,11,21,11,11
047156,Not Available,11,Not Available,11,92,11,Not Available,11,90,11,Not Available,11,80,11,Not Available,11,93,11,86,11,37,11,37,11,11
047162,Not Available,11,Not Available,11,97,11,Not Available,11,87,11,Not Available,11,79,11,Not Available,11,89,11,88,11,17,11,38,11,11
047167,4,,4,,87,,4,,85,,3,,82,,4,,86,,92,,96,,30,,
047168,4,,3,,88,,4,,86,,4,,85,,3,,83,,80,,214,,27,,
047169,5,,4,,91,,5,,89,,5,,89,,4,,90,,84,,147,,29,,
047170,3,,3,,88,,4,,86,,3,,79,,3,,87,,77,,225,,27,,
047172,4,,4,,89,,4,,83,,4,,84,,4,,88,,82,,130,,24,,
047173,5,,5,,93,,5,,92,,4,,87,,5,,95,,91,,161,,26,,
047174,4,,4,,91,,4,,84,,4,,84,,4,,83,,82,,91,,24,,
047175,4,11,5,11,95,11,4,11,86,11,3,11,82,11,4,11,88,11,84,11,57,11,27,11,11
047176,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047178,4,,4,,91,,5,,91,,4,,86,,4,,90,,85,,173,,24,,
047179,4,,4,,89,,4,,86,,3,,82,,3,,84,,81,,93,,32,,
047180,Not Available,"9,10",Not Available,"9,10",99,"9,10",Not Available,"9,10",74,"9,10",Not Available,"9,10",48,"9,10",Not Available,"9,10",99,"9,10",100,"9,10",1,"9,10",4,"9,10","9,10"
047181,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047306,Not Available,11,Not Available,11,98,11,Not Available,11,89,11,Not Available,11,91,11,Not Available,11,100,11,71,11,15,11,28,11,11
047326,4,,5,,94,,5,,95,,4,,85,,3,,86,,85,,76,,24,,
047338,5,,5,,93,,5,,93,,4,,87,,5,,95,,91,,77,,25,,
047339,5,,4,,90,,5,,89,,5,,90,,4,,87,,83,,364,,32,,
047346,4,,4,,91,,5,,88,,3,,83,,4,,89,,82,,436,,31,,
047803,4,,4,,92,,5,,90,,4,,85,,4,,87,,85,,118,,28,,
047818,4,,4,,91,,4,,85,,4,,87,,5,,93,,83,,80,,23,,
047823,4,,3,,88,,4,,85,,4,,85,,3,,84,,80,,159,,21,,
047824,4,,4,,89,,5,,90,,3,,82,,4,,88,,77,,86,,22,,
047838,3,11,2,11,85,11,4,11,85,11,3,11,83,11,3,11,85,11,79,11,49,11,17,11,11
047844,3,,4,,90,,4,,88,,2,,77,,3,,79,,71,,116,,22,,
047850,5,,5,,92,,5,,90,,3,,81,,5,,91,,85,,128,,30,,
047853,4,,3,,88,,5,,88,,4,,86,,3,,87,,82,,162,,19,,
047855,4,,3,,87,,4,,82,,4,,87,,3,,80,,73,,85,,25,,
047870,4,,4,,89,,4,,86,,3,,83,,3,,83,,77,,116,,29,,
053100,3,,3,,88,,4,,84,,2,,74,,2,,77,,72,,107,,24,,
053101,Not Available,11,Not Available,11,77,11,Not Available,11,83,11,Not Available,11,77,11,Not Available,11,72,11,59,11,26,11,27,11,11
053102,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053103,Not Available,11,Not Available,11,90,11,Not Available,11,83,11,Not Available,11,68,11,Not Available,11,93,11,63,11,22,11,22,11,11
053105,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053106,Not Available,11,Not Available,11,95,11,Not Available,11,89,11,Not Available,11,93,11,Not Available,11,98,11,94,11,37,11,17,11,11
053107,Not Available,11,Not Available,11,88,11,Not Available,11,95,11,Not Available,11,85,11,Not Available,11,99,11,87,11,12,11,9,11,11
053108,Not Available,11,Not Available,11,95,11,Not Available,11,93,11,Not Available,11,93,11,Not Available,11,93,11,88,11,22,11,27,11,11
053109,Not Available,11,Not Available,11,85,11,Not Available,11,87,11,Not Available,11,86,11,Not Available,11,87,11,67,11,15,11,23,11,11
053110,Not Available,11,Not Available,11,99,11,Not Available,11,95,11,Not Available,11,87,11,Not Available,11,99,11,91,11,21,11,5,11,11
053113,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053114,Not Available,9,Not Available,9,94,9,Not Available,9,98,9,Not Available,9,92,9,Not Available,9,92,9,93,9,6,9,10,9,9
053116,3,,3,,87,,4,,85,,2,,75,,3,,78,,75,,143,,19,,
053117,Not Available,11,Not Available,11,86,11,Not Available,11,66,11,Not Available,11,80,11,Not Available,11,72,11,62,11,11,11,17,11,11
053119,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053120,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053122,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053123,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053124,3,,2,,86,,4,,84,,3,,79,,3,,80,,67,,287,,22,,
053125,Not Available,11,Not Available,11,94,11,Not Available,11,93,11,Not Available,11,99,11,Not Available,11,100,11,96,11,31,11,20,11,11
053126,Not Available,11,Not Available,11,92,11,Not Available,11,87,11,Not Available,11,91,11,Not Available,11,83,11,72,11,26,11,6,11,11
053127,Not Available,11,Not Available,11,96,11,Not Available,11,87,11,Not Available,11,73,11,Not Available,11,74,11,68,11,12,11,9,11,11
053128,Not Available,9,Not Available,9,88,9,Not Available,9,85,9,Not Available,9,98,9,Not Available,9,96,9,72,9,10,9,7,9,9
053129,3,,3,,88,,4,,83,,3,,82,,3,,82,,73,,277,,22,,
053130,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053132,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053133,Not Available,11,Not Available,11,76,11,Not Available,11,80,11,Not Available,11,89,11,Not Available,11,74,11,65,11,33,11,12,11,11
053134,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053135,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053136,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053137,2,,2,,83,,2,,77,,1,,70,,2,,71,,67,,124,,9,,
053138,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053139,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053140,Not Available,11,Not Available,11,69,11,Not Available,11,73,11,Not Available,11,77,11,Not Available,11,65,11,50,11,29,11,10,11,11
053142,Not Available,11,Not Available,11,94,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,93,11,87,11,18,11,23,11,11
053143,Not Available,11,Not Available,11,85,11,Not Available,11,85,11,Not Available,11,78,11,Not Available,11,75,11,71,11,20,11,12,11,11
053144,Not Available,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,94,11,Not Available,11,84,11,79,11,19,11,24,11,11
053146,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053148,4,11,5,11,92,11,4,11,86,11,3,11,81,11,4,11,90,11,79,11,52,11,24,11,11
053149,3,,3,,89,,4,,85,,2,,73,,4,,88,,82,,278,,25,,
053150,Not Available,11,Not Available,11,87,11,Not Available,11,84,11,Not Available,11,74,11,Not Available,11,86,11,82,11,30,11,16,11,11
053151,2,11,1,11,76,11,2,11,74,11,2,11,78,11,1,11,65,11,56,11,43,11,11,11,11
053152,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053153,3,11,3,11,85,11,4,11,84,11,3,11,79,11,3,11,87,11,76,11,66,11,20,11,11
053154,Not Available,11,Not Available,11,59,11,Not Available,11,53,11,Not Available,11,61,11,Not Available,11,39,11,27,11,13,11,22,11,11
053155,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053156,Not Available,11,Not Available,11,87,11,Not Available,11,97,11,Not Available,11,100,11,Not Available,11,95,11,100,11,17,11,14,11,11
053157,Not Available,11,Not Available,11,80,11,Not Available,11,74,11,Not Available,11,91,11,Not Available,11,68,11,69,11,18,11,13,11,11
